scenario,date,split,componentVariant,weatherResolutionAction,weatherResolutionScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct
current replay from positions,2021-03-08,train,summer-alpha,,1,0,1,-1.3699,-0.9799,-0.9799,0,-0.9799
current replay from positions,2021-03-09,train,summer-alpha,,1,0,1,-0.0751,1.929,1.929,0,1.929
current replay from positions,2021-03-10,train,summer-alpha,,1,0,1,1.127,0.4103,0.4103,0,0.4103
current replay from positions,2021-03-11,train,summer-alpha,,1,0,1,-0.8915,1.3269,1.3269,0,1.3269
current replay from positions,2021-03-12,train,summer-alpha,,1,0,1,-2.5487,-0.0647,-0.0647,0,-0.0647
current replay from positions,2021-03-15,train,summer-alpha,,1,0,1,-4.4615,0.6827,0.6827,0,0.6827
current replay from positions,2021-03-16,train,summer-alpha,,1,0,1,3.1401,0.0153,0.0153,0,0.0153
current replay from positions,2021-03-17,train,summer-alpha,,1,0,1,-1.3271,0.342,0.342,0,0.342
current replay from positions,2021-03-18,train,summer-alpha,,1,0,1,-1.8592,-1.7796,-1.7796,0,-1.7796
current replay from positions,2021-03-19,train,summer-alpha,,1,0,1,2.1765,-0.0628,-0.0628,0,-0.0628
current replay from positions,2021-03-22,train,summer-alpha,,1,0,1,1.854,0.999,0.999,0,0.999
current replay from positions,2021-03-23,train,winter-alpha,confirm-scaled,0.8828,-0.5625,0.4375,-2.079,-0.6916,0.8669,0.018,0.8489
current replay from positions,2021-03-24,train,winter-alpha,confirm-scaled,0.9448,-0.2362,0.7638,0.3185,-0.7653,-0.6598,0.0104,-0.6702
current replay from positions,2021-03-25,train,winter-alpha,no-reversion,1,0,1,2.0106,0.4156,0.4156,0.0076,0.408
current replay from positions,2021-03-26,train,summer-alpha,,1,0,1,-0.5058,1.6114,1.6114,0,1.6114
current replay from positions,2021-03-29,train,summer-alpha,,1,0,1,1.1341,-0.0914,-0.0914,0,-0.0914
current replay from positions,2021-03-30,train,summer-alpha,,1,0,1,1.4308,-0.2739,-0.2739,0,-0.2739
current replay from positions,2021-03-31,train,summer-alpha,,1,0,1,-0.5719,0.6286,0.6286,0,0.6286
current replay from positions,2021-04-01,train,summer-alpha,,1,0,1,1.1886,1.1784,1.1784,0,1.1784
current replay from positions,2021-04-05,train,summer-alpha,,1,0,1,-4.8503,1.5602,1.5602,0,1.5602
current replay from positions,2021-04-06,train,summer-alpha,,1,0,1,-2.1904,-0.0751,-0.0751,0,-0.0751
current replay from positions,2021-04-07,train,summer-alpha,,1,0,1,2.6059,0.1559,0.1559,0,0.1559
current replay from positions,2021-04-08,train,summer-alpha,,1,0,1,0.0794,0.5965,0.5965,0,0.5965
current replay from positions,2021-04-09,train,summer-alpha,,1,0,1,0.1586,0.6943,0.6943,0,0.6943
current replay from positions,2021-04-12,train,summer-alpha,,1,0,1,1.3856,0.0201,0.0201,0,0.0201
current replay from positions,2021-04-13,train,summer-alpha,,1,0,1,2.2647,0.4461,0.4461,0,0.4461
current replay from positions,2021-04-14,train,summer-alpha,,1,0,1,-0.0382,-0.5016,-0.5016,0,-0.5016
current replay from positions,2021-04-15,train,summer-alpha,,1,0,1,1.5279,1.1596,1.1596,0,1.1596
current replay from positions,2021-04-16,train,summer-alpha,,1,0,1,0.8277,0.316,0.316,0,0.316
current replay from positions,2021-04-19,train,summer-alpha,,1,0,1,2.5746,-0.5748,-0.5748,0,-0.5748
current replay from positions,2021-04-20,train,summer-alpha,,1,0,1,-0.8003,-0.7404,-0.7404,0,-0.7404
current replay from positions,2021-04-21,train,summer-alpha,,1,0,1,-1.2835,0.9179,0.9179,0,0.9179
current replay from positions,2021-04-22,train,summer-alpha,,1,0,1,2.1174,-0.9579,-0.9579,0,-0.9579
current replay from positions,2021-04-23,train,summer-alpha,,1,0,1,-0.6912,1.0937,1.0937,0,1.0937
current replay from positions,2021-04-26,train,summer-alpha,,1,0,1,2.1978,0.3024,0.3024,0,0.3024
current replay from positions,2021-04-27,train,summer-alpha,,1,0,1,2.9749,-0.1262,-0.1262,0,-0.1262
current replay from positions,2021-04-28,train,summer-alpha,,1,0,1,1.81,-0.1005,-0.1005,0,-0.1005
current replay from positions,2021-04-29,train,summer-alpha,,1,0,1,-0.4786,0.6115,0.6115,0,0.6115
current replay from positions,2021-04-30,train,summer-alpha,,1,0,1,0.687,-0.6657,-0.6657,0,-0.6657
current replay from positions,2021-05-03,train,summer-alpha,,1,0,1,1.1941,0.0821,0.0821,0,0.0821
current replay from positions,2021-05-04,train,summer-alpha,,1,0,1,0.0337,-0.8243,-0.8243,0,-0.8243
current replay from positions,2021-05-05,train,summer-alpha,,1,0,1,-0.9774,-0.0707,-0.0707,0,-0.0707
current replay from positions,2021-05-06,train,summer-alpha,,1,0,1,-0.3404,0.8019,0.8019,0,0.8019
current replay from positions,2021-05-07,train,summer-alpha,,1,0,1,1.0246,0.7442,0.7442,0,0.7442
current replay from positions,2021-05-10,train,summer-alpha,,1,0,1,-0.879,-1.2913,-1.2913,0,-1.2913
current replay from positions,2021-05-11,train,summer-alpha,,1,0,1,0.7844,-0.73,-0.73,0,-0.73
current replay from positions,2021-05-12,train,summer-alpha,,1,0,1,0.4738,-2.2296,-2.2296,0,-2.2296
current replay from positions,2021-05-13,train,summer-alpha,,1,0,1,0.1347,1.0982,1.0982,0,1.0982
current replay from positions,2021-05-14,train,summer-alpha,,1,0,1,-0.4036,1.6808,1.6808,0,1.6808
current replay from positions,2021-05-17,train,summer-alpha,,1,0.4375,0.5625,4.9983,-0.3249,2.004,0.014,1.99
current replay from positions,2021-05-18,train,summer-alpha,,1,0.4375,0.5625,-3.12,-0.8321,-1.8331,0,-1.8331
current replay from positions,2021-05-19,train,summer-alpha,,1,0.4375,0.5625,-1.5936,-0.1674,-0.7914,0,-0.7914
current replay from positions,2021-05-20,train,summer-alpha,,1,0,1,-1.3158,1.2259,1.2259,0.014,1.2119
current replay from positions,2021-05-21,train,summer-alpha,,1,0,1,-0.6496,-0.1777,-0.1777,0,-0.1777
current replay from positions,2021-05-24,train,summer-alpha,,1,0,1,-0.6882,1.1498,1.1498,0,1.1498
current replay from positions,2021-05-25,train,summer-alpha,,1,0,1,0.9356,-0.1301,-0.1301,0,-0.1301
current replay from positions,2021-05-26,train,summer-alpha,,1,0,1,2.4373,0.2114,0.2114,0,0.2114
current replay from positions,2021-05-27,train,summer-alpha,,1,0,1,-0.8713,-0.0302,-0.0302,0,-0.0302
current replay from positions,2021-05-28,train,summer-alpha,,1,0,1,0.9466,0.2054,0.2054,0,0.2054
current replay from positions,2021-06-01,train,summer-alpha,,1,0.4375,0.5625,3.9518,-0.1234,1.6595,0.014,1.6455
current replay from positions,2021-06-02,train,summer-alpha,,1,0.4375,0.5625,-0.9343,0.1669,-0.3149,0,-0.3149
current replay from positions,2021-06-03,train,summer-alpha,,1,0.4375,0.5625,-1.1057,-0.5144,-0.7731,0,-0.7731
current replay from positions,2021-06-04,train,summer-alpha,,1,0,1,1.8415,1.0733,1.0733,0.014,1.0593
current replay from positions,2021-06-07,train,summer-alpha,,1,0,1,-0.8718,-0.0129,-0.0129,0,-0.0129
current replay from positions,2021-06-08,train,summer-alpha,,1,0,1,1.8893,0.0153,0.0153,0,0.0153
current replay from positions,2021-06-09,train,summer-alpha,,1,0,1,0.032,-0.1083,-0.1083,0,-0.1083
current replay from positions,2021-06-10,train,summer-alpha,,1,0,1,0.6392,0.5724,0.5724,0,0.5724
current replay from positions,2021-06-11,train,summer-alpha,,1,0,1,4.6682,0.189,0.189,0,0.189
current replay from positions,2021-06-14,train,summer-alpha,,1,0,1,1.699,0.384,0.384,0,0.384
current replay from positions,2021-06-15,train,summer-alpha,,1,0,1,-3.3413,-0.277,-0.277,0,-0.277
current replay from positions,2021-06-16,train,summer-alpha,,1,0,1,0.3395,-0.5183,-0.5183,0,-0.5183
current replay from positions,2021-06-17,train,summer-alpha,,1,0,1,0.0615,0.2237,0.2237,0,0.2237
current replay from positions,2021-06-18,train,summer-alpha,,1,0,1,-1.1682,-1.224,-1.224,0,-1.224
current replay from positions,2021-06-21,train,summer-alpha,,1,0,1,-0.7465,1.2484,1.2484,0,1.2484
current replay from positions,2021-06-22,train,summer-alpha,,1,0,1,2.0997,0.6125,0.6125,0,0.6125
current replay from positions,2021-06-23,train,summer-alpha,,1,0,1,2.302,-0.0861,-0.0861,0,-0.0861
current replay from positions,2021-06-24,train,summer-alpha,,1,0,1,2.5503,0.5809,0.5809,0,0.5809
current replay from positions,2021-06-25,train,summer-alpha,,1,0,1,2.282,0.282,0.282,0,0.282
current replay from positions,2021-06-28,train,summer-alpha,,1,0,1,3.4611,0.4118,0.4118,0,0.4118
current replay from positions,2021-06-29,train,summer-alpha,,1,0,1,0.3594,0.0999,0.0999,0,0.0999
current replay from positions,2021-06-30,train,summer-alpha,,1,0,1,0.551,0.0568,0.0568,0,0.0568
current replay from positions,2021-07-01,train,summer-alpha,,1,0.4375,0.5625,0.3014,0.4513,0.3857,0.014,0.3717
current replay from positions,2021-07-02,train,summer-alpha,,1,0.4375,0.5625,1.0653,0.8335,0.9349,0,0.9349
current replay from positions,2021-07-06,train,summer-alpha,,1,0.4375,0.5625,-1.7027,-0.0704,-0.7845,0,-0.7845
current replay from positions,2021-07-07,train,summer-alpha,,1,0,1,-1.1273,0.3146,0.3146,0.014,0.3006
current replay from positions,2021-07-08,train,summer-alpha,,1,0,1,2.5584,-0.7463,-0.7463,0,-0.7463
current replay from positions,2021-07-09,train,summer-alpha,,1,0,1,-0.3796,0.9661,0.9661,0,0.9661
current replay from positions,2021-07-12,train,summer-alpha,,1,0,1,2.0414,0.372,0.372,0,0.372
current replay from positions,2021-07-13,train,summer-alpha,,1,0,1,-1.4137,-0.2721,-0.2721,0,-0.2721
current replay from positions,2021-07-14,train,summer-alpha,,1,0,1,-0.974,0.1421,0.1421,0,0.1421
current replay from positions,2021-07-15,train,summer-alpha,,1,0,1,-1.2568,-0.3968,-0.3968,0,-0.3968
current replay from positions,2021-07-16,train,summer-alpha,,1,0,1,1.6602,-0.7817,-0.7817,0,-0.7817
current replay from positions,2021-07-19,train,summer-alpha,,1,0,1,2.8579,-1.3567,-1.3567,0,-1.3567
current replay from positions,2021-07-20,train,summer-alpha,,1,0.4375,0.5625,2.5668,1.3608,1.8884,0.014,1.8744
current replay from positions,2021-07-21,train,summer-alpha,,1,0.4375,0.5625,2.1414,0.8162,1.396,0,1.396
current replay from positions,2021-07-22,train,summer-alpha,,1,0.4375,0.5625,1.1114,0.3116,0.6615,0,0.6615
current replay from positions,2021-07-23,train,summer-alpha,,1,0,1,1.4239,1.0199,1.0199,0.014,1.0059
current replay from positions,2021-07-26,train,summer-alpha,,1,0,1,1.0345,0.2315,0.2315,0,0.2315
current replay from positions,2021-07-27,train,summer-alpha,,1,0,1,-3.1936,-0.5705,-0.5705,0,-0.5705
current replay from positions,2021-07-28,train,summer-alpha,,1,0,1,1.8383,0.0285,0.0285,0,0.0285
current replay from positions,2021-07-29,train,summer-alpha,,1,0,1,0.3709,0.3797,0.3797,0,0.3797
current replay from positions,2021-07-30,train,summer-alpha,,1,0,1,-3.5723,-0.4919,-0.4919,0,-0.4919
current replay from positions,2021-08-02,train,summer-alpha,,1,0,1,0.5365,-0.1641,-0.1641,0,-0.1641
current replay from positions,2021-08-03,train,summer-alpha,,1,0.4375,0.5625,2.338,0.7677,1.4547,0.014,1.4407
current replay from positions,2021-08-04,train,summer-alpha,,1,0.4375,0.5625,3.253,-0.3521,1.2251,0,1.2251
current replay from positions,2021-08-05,train,summer-alpha,,1,0.4375,0.5625,-0.4329,0.6253,0.1623,0,0.1623
current replay from positions,2021-08-06,train,summer-alpha,,1,0,1,0,0.051,0.051,0.014,0.037
current replay from positions,2021-08-09,train,summer-alpha,,1,0,1,-1.9324,-0.0396,-0.0396,0,-0.0396
current replay from positions,2021-08-10,train,summer-alpha,,1,0,1,0.7143,-0.0012,-0.0012,0,-0.0012
current replay from positions,2021-08-11,train,summer-alpha,,1,0,1,-0.7337,0.1568,0.1568,0,0.1568
current replay from positions,2021-08-12,train,summer-alpha,,1,0,1,-3.1042,0.3064,0.3064,0,0.3064
current replay from positions,2021-08-13,train,summer-alpha,,1,0,1,-1.8307,0.2272,0.2272,0,0.2272
current replay from positions,2021-08-16,train,summer-alpha,,1,0,1,2.2015,0.2018,0.2018,0,0.2018
current replay from positions,2021-08-17,train,summer-alpha,,1,0,1,-2.7623,-0.7043,-0.7043,0,-0.7043
current replay from positions,2021-08-18,train,summer-alpha,,1,0.4375,0.5625,0.3909,-1.0519,-0.4207,0.014,-0.4347
current replay from positions,2021-08-19,train,summer-alpha,,1,0.4375,0.5625,-0.5711,0.207,-0.1334,0,-0.1334
current replay from positions,2021-08-20,train,summer-alpha,,1,0.4375,0.5625,0.5483,0.8403,0.7126,0,0.7126
current replay from positions,2021-08-23,train,summer-alpha,,1,0.4375,0.5625,2.4409,1.005,1.6332,0,1.6332
current replay from positions,2021-08-24,train,summer-alpha,,1,0.4375,0.5625,-1.2421,0.193,-0.4349,0,-0.4349
current replay from positions,2021-08-25,train,summer-alpha,,1,0.4375,0.5625,0.0257,0.1593,0.1009,0,0.1009
current replay from positions,2021-08-26,train,summer-alpha,,1,0,1,7.3646,-0.5829,-0.5829,0.014,-0.5969
current replay from positions,2021-08-27,train,summer-alpha,,1,0,1,4.4455,0.9006,0.9006,0,0.9006
current replay from positions,2021-08-30,train,summer-alpha,,1,0,1,-1.4874,0.5938,0.5938,0,0.5938
current replay from positions,2021-08-31,train,summer-alpha,,1,0,1,1.6725,-0.1558,-0.1558,0,-0.1558
current replay from positions,2021-09-01,train,summer-alpha,,1,0,1,5.4375,0.1207,0.1207,0,0.1207
current replay from positions,2021-09-02,train,summer-alpha,,1,0,1,0.5634,0.2311,0.2311,0,0.2311
current replay from positions,2021-09-03,train,summer-alpha,,1,0,1,1.5298,0.0294,0.0294,0,0.0294
current replay from positions,2021-09-07,train,summer-alpha,,1,0.4375,0.5625,-3.056,-0.2677,-1.4876,0.014,-1.5016
current replay from positions,2021-09-08,train,summer-alpha,,1,0.4375,0.5625,7.5744,-0.1446,3.2325,0,3.2325
current replay from positions,2021-09-09,train,summer-alpha,,1,0.4375,0.5625,2.381,-0.4292,0.8003,0,0.8003
current replay from positions,2021-09-10,train,summer-alpha,,1,0,1,-1.8485,-0.767,-0.767,0.014,-0.781
current replay from positions,2021-09-13,train,summer-alpha,,1,0,1,5.9336,0.172,0.172,0,0.172
current replay from positions,2021-09-14,train,summer-alpha,,1,0,1,0.5544,-0.472,-0.472,0,-0.472
current replay from positions,2021-09-15,train,summer-alpha,,1,0,1,3.8023,0.8132,0.8132,0,0.8132
current replay from positions,2021-09-16,train,summer-alpha,,1,0,1,-2.2894,-0.1238,-0.1238,0,-0.1238
current replay from positions,2021-09-17,train,summer-alpha,,1,0,1,-4.3112,-1.0158,-1.0158,0,-1.0158
current replay from positions,2021-09-20,train,summer-alpha,,1,0,1,-2.3506,-1.7113,-1.7113,0,-1.7113
current replay from positions,2021-09-21,train,summer-alpha,,1,0,1,-3.6108,-0.0713,-0.0713,0,-0.0713
current replay from positions,2021-09-22,train,summer-alpha,,1,0.4375,0.5625,0,0.9607,0.5404,0.014,0.5264
current replay from positions,2021-09-23,train,summer-alpha,,1,0.4375,0.5625,3.5588,1.1483,2.2029,0,2.2029
current replay from positions,2021-09-24,train,summer-alpha,,1,0.4375,0.5625,3.2958,0.1579,1.5307,0,1.5307
current replay from positions,2021-09-27,train,summer-alpha,,1,0,1,11.0117,-0.3857,-0.3857,0.014,-0.3997
current replay from positions,2021-09-28,train,summer-alpha,,1,0,1,2.3659,-2.1467,-2.1467,0,-2.1467
current replay from positions,2021-09-29,train,summer-alpha,,1,0,1,-6.2318,0.0746,0.0746,0,0.0746
current replay from positions,2021-09-30,train,summer-alpha,,1,0,1,7.1207,-1.0892,-1.0892,0,-1.0892
current replay from positions,2021-10-01,train,summer-alpha,,1,0,1,-4.227,1.0825,1.0825,0,1.0825
current replay from positions,2021-10-04,train,summer-alpha,,1,0,1,2.6161,-1.3922,-1.3922,0,-1.3922
current replay from positions,2021-10-05,train,summer-alpha,,1,0,1,9.4693,1.0352,1.0352,0,1.0352
current replay from positions,2021-10-06,train,summer-alpha,,1,0,1,-10.0919,0.4919,0.4919,0,0.4919
current replay from positions,2021-10-07,train,summer-alpha,,1,0,1,0.0352,0.8641,0.8641,0,0.8641
current replay from positions,2021-10-08,train,summer-alpha,,1,0,1,-1.9729,-0.2487,-0.2487,0,-0.2487
current replay from positions,2021-10-11,train,summer-alpha,,1,0,1,-3.9533,-0.7346,-0.7346,0,-0.7346
current replay from positions,2021-10-12,train,summer-alpha,,1,0,1,2.9935,-0.2281,-0.2281,0,-0.2281
current replay from positions,2021-10-13,train,summer-alpha,,1,0,1,1.5441,0.4107,0.4107,0,0.4107
current replay from positions,2021-10-14,train,summer-alpha,,1,0,1,1.7352,1.7143,1.7143,0,1.7143
current replay from positions,2021-10-15,train,summer-alpha,,1,0,1,-4.8708,0.7522,0.7522,0,0.7522
current replay from positions,2021-10-18,train,summer-alpha,,1,0,1,-7.7819,0.4431,0.4431,0,0.4431
current replay from positions,2021-10-19,train,summer-alpha,,1,0,1,1.9844,0.7649,0.7649,0,0.7649
current replay from positions,2021-10-20,train,summer-alpha,,1,0,1,1.6116,0.2913,0.2913,0,0.2913
current replay from positions,2021-10-21,train,summer-alpha,,1,0,1,-1.0638,0.3221,0.3221,0,0.3221
current replay from positions,2021-10-22,train,summer-alpha,,1,0,1,3.2258,-0.2508,-0.2508,0,-0.2508
current replay from positions,2021-10-25,train,summer-alpha,,1,0,1,11.7045,0.6216,0.6216,0,0.6216
current replay from positions,2021-10-26,train,summer-alpha,,1,0,1,-0.2713,0.1305,0.1305,0,0.1305
current replay from positions,2021-10-27,train,summer-alpha,,1,0,1,5.4403,-0.2909,-0.2909,0,-0.2909
current replay from positions,2021-10-28,train,summer-alpha,,1,0,1,-6.772,0.9998,0.9998,0,0.9998
current replay from positions,2021-10-29,train,summer-alpha,,1,0,1,-6.157,0.2488,0.2488,0,0.2488
current replay from positions,2021-11-01,train,summer-alpha,,1,0,1,-4.4232,0.2279,0.2279,0,0.2279
current replay from positions,2021-11-02,train,summer-alpha,,1,0,1,6.8646,0.3943,0.3943,0,0.3943
current replay from positions,2021-11-03,train,summer-alpha,,1,0,1,2.3096,0.6999,0.6999,0,0.6999
current replay from positions,2021-11-04,train,summer-alpha,,1,0,1,0.8113,0.6281,0.6281,0,0.6281
current replay from positions,2021-11-05,train,summer-alpha,,1,0,1,-3.499,0.2904,0.2904,0,0.2904
current replay from positions,2021-11-08,train,summer-alpha,,1,0,1,-1.6135,0.071,0.071,0,0.071
current replay from positions,2021-11-09,train,summer-alpha,,1,0,1,-8.255,-0.4158,-0.4158,0,-0.4158
current replay from positions,2021-11-10,train,winter-alpha,adverse-shrunk,0.4733,0.1183,0.8817,-1.087,-0.9383,-0.9559,0.0038,-0.9597
current replay from positions,2021-11-11,train,winter-alpha,no-reversion,1,0,1,4.5177,0.08,0.08,0.0038,0.0762
current replay from positions,2021-11-12,train,summer-alpha,,1,0,1,-6.9528,0.804,0.804,0,0.804
current replay from positions,2021-11-15,train,summer-alpha,,1,0,1,4.7172,0.0336,0.0336,0,0.0336
current replay from positions,2021-11-16,train,summer-alpha,,1,0,1,3.1892,0.4508,0.4508,0,0.4508
current replay from positions,2021-11-17,train,summer-alpha,,1,0,1,-6.9732,-0.1867,-0.1867,0,-0.1867
current replay from positions,2021-11-18,train,summer-alpha,,1,0,1,1.7857,0.4825,0.4825,0,0.4825
current replay from positions,2021-11-19,train,summer-alpha,,1,0,1,3.3252,-0.0338,-0.0338,0,-0.0338
current replay from positions,2021-11-22,train,summer-alpha,,1,0,1,-5.4492,-0.4392,-0.4392,0,-0.4392
current replay from positions,2021-11-23,train,summer-alpha,,1,0,1,3.7169,0.008,0.008,0,0.008
current replay from positions,2021-11-24,train,summer-alpha,,1,0,1,2.0334,0.2594,0.2594,0,0.2594
current replay from positions,2021-11-26,train,summer-alpha,,1,0,1,7.4783,-2.1191,-2.1191,0,-2.1191
current replay from positions,2021-11-29,train,summer-alpha,,1,0,1,-10.8867,1.3969,1.3969,0,1.3969
current replay from positions,2021-11-30,train,summer-alpha,,1,0,1,-5.9127,-1.8203,-1.8203,0,-1.8203
current replay from positions,2021-12-01,train,summer-alpha,,1,0,1,-6.7659,-1.25,-1.25,0,-1.25
current replay from positions,2021-12-02,train,winter-alpha,adverse-shrunk,0.45,0.1125,0.8875,-3.2351,1.3575,0.8408,0.0036,0.8372
current replay from positions,2021-12-03,train,winter-alpha,no-reversion,1,0,1,-0.9658,-1.0532,-1.0532,0.0036,-1.0568
current replay from positions,2021-12-06,train,summer-alpha,,1,0,1,-11.4956,1.1106,1.1106,0,1.1106
current replay from positions,2021-12-07,train,winter-alpha,confirm-scaled,1.1421,0.2855,0.7145,1.4108,2.2566,2.0151,0.0091,2.006
current replay from positions,2021-12-08,train,winter-alpha,no-reversion,1,0,1,2.2913,0.308,0.308,0.0091,0.2989
current replay from positions,2021-12-09,train,summer-alpha,,1,0,1,-0.0262,-0.8297,-0.8297,0,-0.8297
current replay from positions,2021-12-10,train,summer-alpha,,1,0,1,2.9103,0.9718,0.9718,0,0.9718
current replay from positions,2021-12-13,train,winter-alpha,missing-kept,1,-0.5625,0.4375,-1.2589,-1.0006,0.2704,0.018,0.2524
current replay from positions,2021-12-14,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,-0.7968,-0.7429,0.1232,0,0.1232
current replay from positions,2021-12-15,train,winter-alpha,no-reversion,1,0,1,0,1.6826,1.6826,0.018,1.6646
current replay from positions,2021-12-16,train,summer-alpha,,1,0,1,-0.9469,-1.2132,-1.2132,0,-1.2132
current replay from positions,2021-12-17,train,summer-alpha,,1,0,1,-2.0181,-0.9395,-0.9395,0,-0.9395
current replay from positions,2021-12-20,train,summer-alpha,,1,0,1,3.9024,-1.0564,-1.0564,0,-1.0564
current replay from positions,2021-12-21,train,summer-alpha,,1,0,1,0.9129,1.8553,1.8553,0,1.8553
current replay from positions,2021-12-22,train,summer-alpha,,1,0,1,2.7656,1.0531,1.0531,0,1.0531
current replay from positions,2021-12-23,train,winter-alpha,confirm-scaled,1.25,-0.3125,0.6875,-4.8742,0.6523,1.9716,0.01,1.9616
current replay from positions,2021-12-27,train,winter-alpha,confirm-scaled,1.1109,-0.2777,0.7223,7.7686,1.4656,-1.0987,0.0011,-1.0999
current replay from positions,2021-12-28,train,winter-alpha,no-reversion,1,0,1,-0.7669,-0.1458,-0.1458,0.0089,-0.1547
current replay from positions,2021-12-29,train,summer-alpha,,1,0,1,-0.7645,0.0919,0.0919,0,0.0919
current replay from positions,2021-12-30,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,-6.4364,-0.3035,3.4877,0.018,3.4697
current replay from positions,2021-12-31,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,4.7819,-0.336,-2.8368,0,-2.8368
current replay from positions,2022-01-03,train,winter-alpha,no-reversion,1,0,1,2.2418,0.6978,0.6978,0.018,0.6798
current replay from positions,2022-01-04,train,summer-alpha,,1,0,1,-2.5688,-0.2954,-0.2954,0,-0.2954
current replay from positions,2022-01-05,train,summer-alpha,,1,0,1,4.4391,-2.1358,-2.1358,0,-2.1358
current replay from positions,2022-01-06,train,summer-alpha,,1,0,1,-1.8032,-0.1318,-0.1318,0,-0.1318
current replay from positions,2022-01-07,train,summer-alpha,,1,0,1,2.7282,-0.4911,-0.4911,0,-0.4911
current replay from positions,2022-01-10,train,summer-alpha,,1,0,1,4.1624,-0.0853,-0.0853,0,-0.0853
current replay from positions,2022-01-11,train,summer-alpha,,1,0,1,4.1677,0.9809,0.9809,0,0.9809
current replay from positions,2022-01-12,train,summer-alpha,,1,0,1,14.3092,0.3336,0.3336,0,0.3336
current replay from positions,2022-01-13,train,summer-alpha,,1,0,1,-12.0856,-1.591,-1.591,0,-1.591
current replay from positions,2022-01-14,train,summer-alpha,,1,0,1,-0.1874,0.1286,0.1286,0,0.1286
current replay from positions,2022-01-18,train,summer-alpha,,1,0,1,0.4927,-1.8709,-1.8709,0,-1.8709
current replay from positions,2022-01-19,train,summer-alpha,,1,0,1,-5.8837,-1.0816,-1.0816,0,-1.0816
current replay from positions,2022-01-20,train,summer-alpha,,1,0,1,-5.681,-1.1416,-1.1416,0,-1.1416
current replay from positions,2022-01-21,train,summer-alpha,,1,0,1,5.1815,-2.1322,-2.1322,0,-2.1322
current replay from positions,2022-01-24,train,summer-alpha,,1,0,1,0.7002,0.4181,0.4181,0,0.4181
current replay from positions,2022-01-25,train,summer-alpha,,1,0,1,0.6456,-1.4437,-1.4437,0,-1.4437
current replay from positions,2022-01-26,train,summer-alpha,,1,0,1,5.5268,-0.1817,-0.1817,0,-0.1817
current replay from positions,2022-01-27,train,summer-alpha,,1,0,1,46.4812,-0.6099,-0.6099,0,-0.6099
current replay from positions,2022-01-28,train,summer-alpha,,1,0,1,-25.9537,2.5765,2.5765,0,2.5765
current replay from positions,2022-01-31,train,summer-alpha,,1,0,1,5.0657,2.1031,2.1031,0,2.1031
current replay from positions,2022-02-01,train,summer-alpha,,1,0,1,-2.5236,0.6601,0.6601,0,0.6601
current replay from positions,2022-02-02,train,winter-alpha,no-reversion,1,0.3438,0.6563,10.9941,0.925,4.3868,0.011,4.3758
current replay from positions,2022-02-03,train,winter-alpha,confirm-scaled,0.8283,-0.2071,0.7929,-9.1675,-2.6617,-0.2119,0.0176,-0.2295
current replay from positions,2022-02-04,train,winter-alpha,confirm-scaled,0.9871,-0.2468,0.7532,-8.1206,0.6056,2.4603,0.0013,2.459
current replay from positions,2022-02-07,train,winter-alpha,no-reversion,1,0,1,-5.3662,-0.4064,-0.4064,0.0079,-0.4143
current replay from positions,2022-02-08,train,summer-alpha,,1,0,1,0.3781,0.8724,0.8724,0,0.8724
current replay from positions,2022-02-09,train,summer-alpha,,1,0,1,-5.6262,1.5877,1.5877,0,1.5877
current replay from positions,2022-02-10,train,summer-alpha,,1,0,1,-1.2472,-1.8407,-1.8407,0,-1.8407
current replay from positions,2022-02-11,train,summer-alpha,,1,0,1,-0.4547,-2.234,-2.234,0,-2.234
current replay from positions,2022-02-14,train,summer-alpha,,1,0,1,6.4451,-0.2356,-0.2356,0,-0.2356
current replay from positions,2022-02-15,train,summer-alpha,,1,0,1,2.646,1.7669,1.7669,0,1.7669
current replay from positions,2022-02-16,train,winter-alpha,confirm-scaled,0.8809,-0.5625,0.4375,4.6296,0.0956,-2.5623,0.018,-2.5803
current replay from positions,2022-02-17,train,winter-alpha,confirm-scaled,0.9456,-0.5625,0.4375,-0.9482,-2.2923,-0.4695,0,-0.4695
current replay from positions,2022-02-18,train,winter-alpha,missing-kept,1,-0.25,0.75,-1.6592,-0.7368,-0.1378,0.01,-0.1478
current replay from positions,2022-02-22,train,winter-alpha,standalone-adverse-dropped,0,0,1,1.6872,-1.0762,-1.0762,0.008,-1.0842
current replay from positions,2022-02-23,train,winter-alpha,no-reversion,1,0.3438,0.6563,2.8717,-1.9622,-0.3005,0.011,-0.3115
current replay from positions,2022-02-24,train,winter-alpha,no-reversion,1,0.3438,0.6563,1.0546,1.8938,1.6055,0,1.6055
current replay from positions,2022-02-25,train,winter-alpha,no-reversion,1,0.3438,0.6563,-2.8852,2.0716,0.3677,0,0.3677
current replay from positions,2022-02-28,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,-2.2756,-0.1235,1.226,0.029,1.197
current replay from positions,2022-03-01,train,winter-alpha,no-reversion,1,0,1,4.2044,-1.5319,-1.5319,0.018,-1.5499
