candidateId,rank,eligible,trainValidationScore,trainReturnPct,trainVsNonLivePct,trainVsCurrentLivePct,trainSharpe,trainMaxDrawdownPct,validationReturnPct,validationVsNonLivePct,validationVsCurrentLivePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutVsNonLivePct,holdoutVsCurrentLivePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allVsNonLivePct,allVsCurrentLivePct,allSharpe,allMaxDrawdownPct,sameBase,sameDivisor,sameMax,adverseBase,adverseDivisor,adverseMin,adverseMax,adverseDropThresholdF,standaloneMode,neutralScale,missingScale,actionCounts
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.75-drop6-stadverse-scale-n0.85,55,true,32.2222,197.4,18.66,11.11,1.69,-15.86,72.15,4.8,1.4,2.67,-9.57,97.76,-4.81,-2.14,2.35,-16.72,912.47,67.5,35.27,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.75-dropinf-stadverse-scale-n0.85,56,true,32.2189,197.15,18.41,10.86,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.03,-5.54,-2.87,2.34,-16.72,908.37,63.4,31.17,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.75-drop4-stdrop-n0.85,57,true,32.1945,196.72,17.98,10.43,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.23,-4.34,-1.67,2.35,-16.72,913.76,68.79,36.56,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.75-drop4-stdrop-n0.85,58,true,32.1945,196.72,17.98,10.43,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.23,-4.34,-1.67,2.35,-16.72,913.76,68.79,36.56,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.45-ax0.75-drop4-stdrop-n0.85,59,true,32.1945,196.72,17.98,10.43,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.23,-4.34,-1.67,2.35,-16.72,913.76,68.79,36.56,2.03,-15.86,0.85,6,1.375,0.9,10,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.9-dropinf-stadverse-scale-n0.85,60,true,32.1848,197.67,18.93,11.38,1.7,-15.86,72.08,4.73,1.33,2.66,-9.57,97.76,-4.81,-2.14,2.35,-16.72,913,68.03,35.8,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.9,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.9-drop6-stdrop-n0.85,61,true,32.1714,196.69,17.95,10.4,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.3,-4.27,-1.6,2.35,-16.72,914.01,69.04,36.81,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.9-drop6-stdrop-n0.85,62,true,32.1714,196.69,17.95,10.4,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.3,-4.27,-1.6,2.35,-16.72,914.01,69.04,36.81,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.45-ax0.9-drop6-stadverse-scale-n0.85,63,true,32.1683,197.33,18.59,11.04,1.69,-15.86,72.15,4.8,1.4,2.67,-9.57,97.88,-4.69,-2.02,2.35,-16.72,912.8,67.83,35.6,2.03,-15.86,0.85,6,1.375,0.9,10,0.45,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.75-drop6-stadverse-scale-n0.85,64,true,32.1573,197.07,18.33,10.78,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.03,-5.54,-2.87,2.34,-16.72,908.12,63.15,30.92,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.75-drop6-stdrop-n0.85,65,true,32.1329,196.64,17.9,10.35,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,912.06,67.09,34.86,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.75-drop4-stadverse-scale-n0.85,66,true,32.132,197.16,18.42,10.87,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.33,-5.24,-2.57,2.34,-16.72,909.7,64.73,32.5,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.25-ax0.75-drop4-stadverse-scale-n0.85,67,true,32.132,197.16,18.42,10.87,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.33,-5.24,-2.57,2.34,-16.72,909.7,64.73,32.5,2.03,-15.86,0.85,6,1.375,0.8,10,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.9-drop6-stadverse-scale-n0.85,68,true,32.1012,197.12,18.38,10.83,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.3,-5.27,-2.6,2.34,-16.72,909.42,64.45,32.22,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.75-drop4-stdrop-n0.85,69,true,32.0944,196.59,17.85,10.3,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.99,-4.58,-1.91,2.35,-16.72,912.12,67.15,34.92,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.75-drop4-stdrop-n0.85,70,true,32.0944,196.59,17.85,10.3,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.99,-4.58,-1.91,2.35,-16.72,912.12,67.15,34.92,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.9-dropinf-stdrop-n0.85,71,true,32.079,196.57,17.83,10.28,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.07,-4.5,-1.83,2.35,-16.72,912.46,67.49,35.26,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0-ax0.9-drop4-stdrop-n0.85,72,true,32.0713,196.56,17.82,10.27,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.82,-4.75,-2.08,2.35,-16.72,911.11,66.14,33.91,2.03,-15.86,0.85,6,1.375,0.8,12,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.25-ax0.9-drop4-stdrop-n0.85,73,true,32.0713,196.56,17.82,10.27,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.82,-4.75,-2.08,2.35,-16.72,911.11,66.14,33.91,2.03,-15.86,0.85,6,1.375,0.8,12,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.45-ax0.9-drop4-stdrop-n0.85,74,true,32.0713,196.56,17.82,10.27,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.82,-4.75,-2.08,2.35,-16.72,911.11,66.14,33.91,2.03,-15.86,0.85,6,1.375,0.8,12,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.9-drop6-stdrop-n0.85,75,true,32.0713,196.56,17.82,10.27,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.3,-4.27,-1.6,2.35,-16.72,913.59,68.62,36.39,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.45-ax0.9-drop4-stadverse-scale-n0.85,76,true,32.0544,197.12,18.38,10.83,1.69,-15.86,72.17,4.82,1.42,2.67,-9.57,97.39,-5.18,-2.51,2.34,-16.72,909.74,64.77,32.54,2.03,-15.86,0.85,6,1.375,0.8,10,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.25-ax0.9-drop6-stadverse-scale-n0.85,77,true,32.0319,197.03,18.29,10.74,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.3,-5.27,-2.6,2.34,-16.72,909.13,64.16,31.93,2.03,-15.86,0.85,6,1.375,0.8,10,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.9-drop4-stadverse-scale-n0.85,78,true,31.9956,196.86,18.12,10.57,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.09,-5.48,-2.81,2.34,-16.72,907.69,62.72,30.49,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0.25-ax0.9-drop4-stadverse-scale-n0.85,79,true,31.9956,196.86,18.12,10.57,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.09,-5.48,-2.81,2.34,-16.72,907.69,62.72,30.49,2.03,-15.86,0.85,6,1.375,0.8,8,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.75-drop6-stadverse-scale-n0.85,80,true,31.9857,196.97,18.23,10.68,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.28,-5.29,-2.62,2.34,-16.72,908.78,63.81,31.58,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0-ax0.9-drop6-stadverse-scale-n0.85,81,true,31.9843,197.06,18.32,10.77,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.47,-5.1,-2.43,2.34,-16.72,909.87,64.9,32.67,2.03,-15.86,0.85,6,1.375,0.8,12,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.25-ax0.9-drop6-stadverse-scale-n0.85,82,true,31.9843,197.06,18.32,10.77,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.47,-5.1,-2.43,2.34,-16.72,909.87,64.9,32.67,2.03,-15.86,0.85,6,1.375,0.8,12,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.45-ax0.75-drop4-stdrop-n0.85,83,true,31.9558,196.41,17.67,10.12,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.01,-4.56,-1.89,2.35,-16.72,911.59,66.62,34.39,2.03,-15.86,0.85,6,1.375,0.9,8,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0-ax0.75-drop4-stdrop-n0.85,84,true,31.9481,196.4,17.66,10.11,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.82,-4.75,-2.08,2.35,-16.72,910.58,65.61,33.38,2.03,-15.86,0.85,6,1.375,0.8,12,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.25-ax0.75-drop4-stdrop-n0.85,85,true,31.9481,196.4,17.66,10.11,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.82,-4.75,-2.08,2.35,-16.72,910.58,65.61,33.38,2.03,-15.86,0.85,6,1.375,0.8,12,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.45-ax0.75-drop4-stdrop-n0.85,86,true,31.9481,196.4,17.66,10.11,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.82,-4.75,-2.08,2.35,-16.72,910.58,65.61,33.38,2.03,-15.86,0.85,6,1.375,0.8,12,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.45-ax0.75-drop4-stadverse-scale-n0.85,87,true,31.9389,196.97,18.23,10.68,1.69,-15.86,72.17,4.82,1.42,2.67,-9.57,97.36,-5.21,-2.54,2.34,-16.72,909.1,64.13,31.9,2.03,-15.86,0.85,6,1.375,0.8,10,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.9-dropinf-stdrop-n0.85,88,true,31.9173,196.36,17.62,10.07,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.32,-5.25,-2.58,2.34,-16.72,907.93,62.96,30.73,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.25-ax0.75-drop6-stadverse-scale-n0.85,89,true,31.9164,196.88,18.14,10.59,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.28,-5.29,-2.62,2.34,-16.72,908.48,63.51,31.28,2.03,-15.86,0.85,6,1.375,0.8,10,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.75-drop4-stadverse-scale-n0.85,90,true,31.8878,196.72,17.98,10.43,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.07,-5.5,-2.83,2.34,-16.72,907.08,62.11,29.88,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0.25-ax0.75-drop4-stadverse-scale-n0.85,91,true,31.8878,196.72,17.98,10.43,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.07,-5.5,-2.83,2.34,-16.72,907.08,62.11,29.88,2.03,-15.86,0.85,6,1.375,0.8,8,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.9-drop4-stdrop-n0.85,92,true,31.8788,196.31,17.57,10.02,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.63,-4.94,-2.27,2.35,-16.72,909.33,64.36,32.13,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.25-ax0.9-drop4-stdrop-n0.85,93,true,31.8788,196.31,17.57,10.02,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.63,-4.94,-2.27,2.35,-16.72,909.33,64.36,32.13,2.03,-15.86,0.85,6,1.375,0.8,10,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.75-drop6-stadverse-scale-n0.85,94,true,31.8775,197.2,18.46,10.91,1.69,-15.86,72.12,4.77,1.37,2.66,-9.57,97.79,-4.78,-2.11,2.34,-16.72,911.76,66.79,34.56,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.75-drop6-stadverse-scale-n0.85,95,true,31.8775,197.2,18.46,10.91,1.69,-15.86,72.12,4.77,1.37,2.66,-9.57,97.79,-4.78,-2.11,2.34,-16.72,911.76,66.79,34.56,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.75-drop6-stdrop-n0.85,96,true,31.8711,196.3,17.56,10.01,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,910.88,65.91,33.68,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.9-drop6-stdrop-n0.85,97,true,31.8634,196.29,17.55,10,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.32,-5.25,-2.58,2.34,-16.72,907.67,62.7,30.47,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad12-an0-ax0.75-drop6-stadverse-scale-n0.85,98,true,31.8611,196.9,18.16,10.61,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.44,-5.13,-2.46,2.34,-16.72,909.2,64.23,32,2.03,-15.86,0.85,6,1.375,0.8,12,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.25-ax0.75-drop6-stadverse-scale-n0.85,99,true,31.8611,196.9,18.16,10.61,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.44,-5.13,-2.46,2.34,-16.72,909.2,64.23,32,2.03,-15.86,0.85,6,1.375,0.8,12,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.75-dropinf-stdrop-n0.85,100,true,31.8095,196.22,17.48,9.93,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.32,-5.25,-2.58,2.34,-16.72,907.45,62.48,30.25,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.75,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.75-drop6-stdrop-n0.85,101,true,31.8095,196.22,17.48,9.93,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.16,-4.41,-1.74,2.35,-16.72,911.72,66.75,34.52,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.75-drop6-stdrop-n0.85,102,true,31.8095,196.22,17.48,9.93,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.16,-4.41,-1.74,2.35,-16.72,911.72,66.75,34.52,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.75-drop6-stadverse-scale-n0.85,103,true,31.7851,197.08,18.34,10.79,1.69,-15.86,72.12,4.77,1.37,2.66,-9.57,97.79,-4.78,-2.11,2.34,-16.72,911.34,66.37,34.14,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.45-ax0.9-drop6-stadverse-scale-n0.85,104,true,31.7849,196.77,18.03,10.48,1.69,-15.86,72.17,4.82,1.42,2.67,-9.57,97.64,-4.93,-2.26,2.35,-16.72,909.82,64.85,32.62,2.03,-15.86,0.85,6,1.375,0.9,8,0.45,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.75-drop4-stdrop-n0.85,105,true,31.7633,196.16,17.42,9.87,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.63,-4.94,-2.27,2.35,-16.72,908.82,63.85,31.62,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.25-ax0.75-drop4-stdrop-n0.85,106,true,31.7633,196.16,17.42,9.87,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.63,-4.94,-2.27,2.35,-16.72,908.82,63.85,31.62,2.03,-15.86,0.85,6,1.375,0.8,10,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.45-ax0.9-drop6-stdrop-n0.85,107,true,31.7633,196.16,17.42,9.87,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.2,-4.37,-1.7,2.35,-16.72,911.68,66.71,34.48,2.03,-15.86,0.85,6,1.375,0.9,10,0.45,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.75-drop6-stdrop-n0.85,108,true,31.7556,196.15,17.41,9.86,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.32,-5.25,-2.58,2.34,-16.72,907.19,62.22,29.99,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.75,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.9-drop6-stdrop-n0.85,109,true,31.7325,196.12,17.38,9.83,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.58,-4.99,-2.32,2.35,-16.72,908.41,63.44,31.21,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
